User_ID,Gender,Age,Occupation
1001314,F,18-25,4
1001315,M,36-45,7
1001316,M,51-55,2
1001317,M,46-50,7
1001319,F,26-35,3
1001320,M,26-35,4
1001321,F,26-35,14
1001322,M,55+,0
1001323,F,36-45,2
1001324,M,36-45,16
1001325,M,26-35,1
1001326,F,26-35,0
1001327,M,0-17,10
1001328,M,36-45,14
1001329,M,18-25,14
1001331,M,46-50,0
1001332,M,26-35,7
1001333,M,26-35,17
1001334,M,51-55,7
1001335,M,36-45,0
1001336,F,51-55,20
1001337,M,55+,17
1001338,M,26-35,0
1001339,M,36-45,18
1001340,M,26-35,7
1001341,M,18-25,7
1001342,M,36-45,0
1001343,M,36-45,14
1001344,F,26-35,9
1001345,F,26-35,2
1001346,M,36-45,20
1001347,F,18-25,1
1001348,F,0-17,10
1001349,M,51-55,7
1001350,F,36-45,0
1001351,F,26-35,17
1001352,M,36-45,20
1001353,M,0-17,10
1001354,F,26-35,2
1001355,F,46-50,20
1001356,F,18-25,4
1001357,M,46-50,0
1001358,M,36-45,17
1001359,M,36-45,1
1001360,M,26-35,20
1001361,F,26-35,0
1001362,M,36-45,12
1001364,F,46-50,2
1001365,F,0-17,10
1001366,M,0-17,10
1001367,M,26-35,12
1001369,M,26-35,5
1001370,M,36-45,2
1001371,F,51-55,2
1001372,M,0-17,10
1001373,F,26-35,1
1001374,M,51-55,1
1001375,F,46-50,5
1001376,F,46-50,1
1001377,M,36-45,16
1001378,F,46-50,7
1001380,M,0-17,10
1001381,M,18-25,11
1001383,F,26-35,7
1001384,M,18-25,10
1001385,F,26-35,5
1001386,F,26-35,0
1001387,F,51-55,13
1001388,M,55+,20
1001389,M,26-35,17
1001390,M,36-45,16
1001391,M,36-45,15
1001392,M,46-50,3
1001393,M,18-25,4
1001395,M,26-35,2
1001396,F,26-35,12
1001397,M,36-45,7
1001398,F,55+,16
1001399,M,18-25,17
1001400,M,26-35,7
1001401,F,18-25,1
1001402,M,18-25,4
1001403,F,26-35,0
1001404,M,51-55,16
1001405,M,55+,13
1001406,M,26-35,4
1001407,F,36-45,15
1001408,M,26-35,0
1001409,M,18-25,4
1001410,M,51-55,7
1001411,M,36-45,1
1001412,M,26-35,17
1001413,M,18-25,3
1001414,M,18-25,4
1001415,M,46-50,14
1001417,M,36-45,16
1001418,M,18-25,4
1001420,M,18-25,4
1001421,F,0-17,10
1001422,M,36-45,17
1001423,M,26-35,4
1001424,M,36-45,0
1001425,M,0-17,10
1001426,M,18-25,14
1001427,M,26-35,12
1001428,F,46-50,11
1001429,F,36-45,3
1001430,M,18-25,4
1001432,M,36-45,1
1001433,F,18-25,14
1001434,F,0-17,10
1001436,F,51-55,6
1001437,M,51-55,3
1001438,M,18-25,2
1001439,M,36-45,3
1001440,M,36-45,12
1001441,M,36-45,16
1001442,M,18-25,2
1001443,M,36-45,2
1001444,F,26-35,4
1001446,M,36-45,12
1001447,M,18-25,4
1001448,F,26-35,3
1001449,M,36-45,20
1001450,M,18-25,4
1001451,M,36-45,20
1001454,M,18-25,4
1001455,F,46-50,0
1001457,M,26-35,1
1001458,M,0-17,0
1001459,F,26-35,0
1001460,F,18-25,4
1001461,F,46-50,0
1001463,M,51-55,16
1001464,M,36-45,12
1001465,M,51-55,16
1001466,M,18-25,4
1001467,M,26-35,5
1001468,M,0-17,14
1001469,M,55+,20
1001470,M,18-25,4
1001472,M,26-35,7
1001473,M,26-35,14
1001474,M,26-35,4
1001475,F,26-35,2
1001476,F,18-25,0
1001478,M,0-17,10
1001479,F,51-55,2
1001480,M,26-35,20
1001481,M,36-45,17
1001482,M,26-35,7
1001483,M,18-25,4
1001484,M,26-35,12
1001485,F,26-35,9
1001486,M,26-35,16
1001487,M,36-45,7
1001489,F,36-45,2
1001490,M,51-55,7
1001491,M,18-25,4
1001492,M,26-35,12
1001494,M,26-35,17
1001495,M,18-25,0
1001496,M,26-35,17
1001497,M,51-55,5
1001498,M,18-25,4
1001499,M,0-17,10
1001500,M,26-35,17
1001501,M,26-35,11
1001502,M,18-25,4
1001503,M,26-35,12
1001504,M,18-25,19
1001505,M,51-55,11
1001506,M,26-35,7
1001507,M,36-45,17
1001509,M,0-17,0
1001510,F,26-35,1
1001511,M,36-45,12
1001512,M,26-35,20
1001513,F,36-45,16
1001514,M,18-25,4
1001515,M,26-35,16
1001516,F,26-35,12
1001517,M,18-25,0
1001519,M,18-25,4
1001520,M,26-35,17
1001521,F,26-35,7
1001523,M,26-35,17
1001524,M,18-25,4
1001525,F,26-35,16
1001526,M,55+,17
1001527,M,18-25,10
1001528,M,26-35,15
1001530,M,26-35,4
1001532,M,18-25,14
1001533,M,46-50,1
1001535,F,18-25,20
1001536,F,36-45,3
1001538,M,26-35,3
1001540,M,46-50,0
1001541,M,55+,17
1001542,M,18-25,17
1001543,M,26-35,11
1001544,M,26-35,12
1001545,M,26-35,20
1001546,M,26-35,4
1001547,M,55+,13
1001548,M,36-45,1
1001550,M,18-25,4
1001551,M,26-35,11
1001552,M,46-50,20
1001553,F,26-35,15
1001554,F,36-45,12
1001555,F,18-25,0
1001556,M,18-25,4
1001557,F,18-25,4
1001560,F,26-35,3
1001561,F,18-25,4
1001562,M,18-25,20
1001563,F,0-17,10
1001564,M,51-55,1
1001565,M,46-50,17
1001567,M,26-35,12
1001569,F,55+,13
1001570,M,18-25,17
1001571,M,26-35,20
1001572,F,26-35,3
1001574,M,26-35,6
1001575,F,51-55,7
1001576,F,46-50,9
1001577,M,55+,0
1001578,M,18-25,4
1001579,M,26-35,0
1001581,F,18-25,4
1001582,M,18-25,0
1001583,M,36-45,6
1001584,M,26-35,19
1001585,M,55+,20
1001586,M,46-50,7
1001587,F,26-35,3
1001588,M,26-35,11
1001589,M,26-35,0
1001590,M,36-45,1
1001591,M,51-55,7
1001592,M,36-45,7
1001593,M,26-35,16
1001594,F,36-45,20
1001595,M,36-45,1
1001597,M,26-35,12
1001598,M,36-45,13
1001599,M,26-35,0
1001600,M,36-45,7
1001601,M,26-35,12
1001602,F,26-35,7
1001603,F,26-35,0
1001605,F,18-25,0
1001606,F,36-45,3
1001607,M,46-50,1
1001608,M,26-35,11
1001609,F,36-45,9
1001610,M,26-35,11
1001611,M,26-35,0
1001612,M,26-35,17
1001613,M,18-25,20
1001614,M,36-45,0
1001616,M,26-35,0
1001617,M,26-35,12
1001618,M,51-55,0
1001619,M,51-55,3
1001620,M,26-35,20
1001622,M,18-25,4
1001623,M,51-55,15
1001624,M,26-35,0
1001625,M,46-50,0
1001626,M,18-25,4
1001627,M,18-25,17
1001628,M,18-25,20
1001629,M,18-25,4
1001630,M,46-50,17
1001631,F,51-55,0
1001632,M,26-35,16
1001634,F,55+,0
1001635,M,26-35,0
1001636,F,26-35,19
1001637,M,55+,0
1001639,M,26-35,17
1001640,M,36-45,17
1001641,M,26-35,0
1001642,M,51-55,13
1001643,M,46-50,2
1001644,M,18-25,12
1001645,F,18-25,9
1001646,M,26-35,20
1001647,M,18-25,18
1001648,M,51-55,14
1001649,M,18-25,19
1001650,M,26-35,19
1001651,M,26-35,12
1001654,F,46-50,0
1001655,M,18-25,4
1001656,M,26-35,17
1001657,F,46-50,0
1001658,F,36-45,6
1001659,F,18-25,9
1001660,F,26-35,2
1001663,M,18-25,4
1001665,M,46-50,17
1001666,M,26-35,14
1001667,M,51-55,16
1001668,M,36-45,2
1001669,F,26-35,17
1001670,F,55+,13
1001671,M,36-45,0
1001672,M,26-35,17
1001673,M,0-17,10
1001675,F,26-35,6
1001676,M,18-25,4
1001677,M,18-25,14
1001678,F,18-25,17
1001679,M,26-35,12
1001680,M,26-35,20
1001681,M,18-25,4
1001682,M,26-35,2
1001683,F,26-35,7
1001684,M,18-25,3
1001685,M,36-45,12
1001686,M,36-45,12
1001687,M,26-35,3
1001688,F,18-25,4
1001691,F,26-35,17
1001692,M,36-45,20
1001693,M,26-35,12
1001694,M,26-35,12
1001695,M,26-35,1
1001696,M,36-45,7
1001697,F,18-25,4
1001699,F,26-35,19
1001700,M,26-35,20
1001701,F,26-35,4
1001702,M,18-25,10
1001703,M,18-25,15
1001704,M,26-35,4
1001705,F,18-25,4
1001706,M,26-35,20
1001707,M,51-55,1
1001709,M,26-35,0
1001710,M,18-25,0
1001711,F,18-25,4
1001712,M,26-35,0
1001713,M,26-35,0
1001714,M,26-35,17
1001715,M,26-35,16
1001716,M,26-35,0
1001717,F,51-55,6
1001718,M,18-25,4
1001719,M,18-25,16
1001720,M,18-25,4
1001721,M,18-25,19
1001722,M,36-45,0
1001723,M,36-45,17
1001724,M,18-25,4
1001726,M,26-35,2
1001727,M,36-45,16
1001728,M,18-25,4
1001729,M,26-35,7
1001731,F,18-25,0
1001732,M,18-25,4
1001733,M,18-25,14
1001734,M,46-50,17
1001735,M,18-25,20
1001736,M,55+,8
1001737,M,36-45,20
1001738,M,36-45,16
1001739,M,55+,16
1001740,M,55+,1
1001741,M,36-45,7
1001742,M,26-35,15
1001743,M,36-45,17
1001744,M,36-45,12
1001745,M,46-50,0
1001746,M,26-35,4
1001747,M,26-35,0
1001748,M,51-55,1
1001749,M,26-35,2
1001750,M,51-55,5
1001751,M,36-45,20
1001752,M,26-35,3
1001753,M,36-45,6
1001754,M,18-25,19
1001755,F,18-25,4
1001756,F,26-35,1
1001757,M,26-35,4
1001758,F,26-35,0
1001759,M,26-35,16
1001760,F,26-35,3
1001761,M,36-45,0
1001762,M,26-35,14
1001763,M,36-45,7
1001764,M,18-25,0
1001765,M,18-25,4
1001766,F,46-50,0
1001767,M,26-35,20
1001768,M,46-50,16
1001769,M,26-35,17
1001770,M,36-45,16
1001771,M,26-35,17
1001774,M,26-35,17
1001775,M,26-35,4
1001776,M,26-35,0
1001777,M,26-35,20
1001778,M,18-25,4
1001779,M,18-25,1
1001780,M,36-45,1
1001781,F,36-45,0
1001782,M,46-50,0
1001784,M,18-25,20
1001785,M,18-25,4
1001786,M,46-50,1
1001787,M,18-25,8
1001788,M,46-50,2
1001789,M,0-17,10
1001790,M,26-35,0
1001791,M,18-25,4
1001792,F,26-35,2
1001793,M,26-35,4
1001794,M,26-35,11
1001795,M,18-25,17
1001796,M,51-55,11
1001797,M,36-45,7
1001798,M,46-50,11
1001799,M,36-45,11
1001801,F,26-35,6
1001802,M,18-25,4
1001803,M,26-35,2
1001804,M,26-35,7
1001805,M,18-25,4
1001806,M,18-25,4
1001807,M,18-25,17
1001808,F,18-25,4
1001809,F,26-35,14
1001810,M,51-55,13
1001812,F,26-35,12
1001813,F,36-45,6
1001815,M,0-17,1
1001816,F,36-45,9
1001817,M,36-45,1
1001818,M,0-17,8
1001819,F,36-45,12
1001820,M,26-35,20
1001822,F,26-35,0
1001823,F,36-45,1
1001824,F,18-25,4
1001825,M,26-35,7
1001826,M,46-50,11
1001827,F,26-35,1
1001828,M,18-25,4
1001830,M,18-25,4
1001831,M,18-25,4
1001832,F,18-25,4
1001833,M,18-25,17
1001834,M,36-45,5
1001835,M,26-35,19
1001836,M,26-35,0
1001837,M,26-35,2
1001838,M,36-45,7
1001839,M,18-25,4
1001841,M,18-25,0
1001842,M,18-25,4
1001843,M,26-35,12
1001845,M,26-35,2
1001847,M,18-25,4
1001849,M,36-45,7
1001850,M,18-25,5
1001851,M,26-35,19
1001852,M,26-35,12
1001853,M,51-55,0
1001854,M,26-35,0
1001855,M,18-25,4
1001856,M,55+,7
1001858,F,18-25,4
1001859,F,26-35,4
1001860,M,55+,16
1001861,M,51-55,16
1001862,M,51-55,14
1001863,M,18-25,4
1001865,F,18-25,1
1001866,M,26-35,7
1001867,M,51-55,7
1001868,M,51-55,11
1001870,M,55+,13
1001871,F,46-50,1
1001873,M,36-45,7
1001874,M,46-50,7
1001875,M,36-45,12
1001876,M,26-35,12
1001877,F,46-50,20
1001878,M,0-17,10
1001879,M,26-35,4
1001880,M,36-45,0
1001882,M,36-45,16
1001883,F,51-55,0
1001884,M,46-50,20
1001885,M,51-55,17
1001886,M,26-35,12
1001887,M,55+,15
1001888,M,36-45,12
1001889,M,18-25,14
1001891,M,46-50,1
1001892,M,26-35,20
1001893,F,36-45,0
1001894,F,36-45,7
1001895,M,36-45,14
1001896,M,55+,13
1001897,F,51-55,2
1001899,F,46-50,6
1001901,M,51-55,7
1001902,M,26-35,19
1001903,M,36-45,0
1001904,M,18-25,1
1001905,F,36-45,20
1001907,M,36-45,17
1001908,M,55+,13
1001909,M,18-25,4
1001910,M,0-17,10
1001911,F,18-25,4
1001912,M,26-35,4
1001914,F,36-45,14
1001916,M,46-50,7
1001917,M,18-25,10
1001918,F,46-50,6
1001920,F,36-45,7
1001921,M,55+,12
1001922,F,26-35,7
1001923,M,36-45,7
1001925,M,51-55,7
1001926,F,0-17,0
1001927,M,36-45,7
1001928,M,0-17,10
1001929,F,0-17,10
1001930,M,26-35,15
1001931,M,26-35,2
1001932,M,26-35,7
1001933,M,18-25,19
1001934,M,26-35,17
1001937,M,26-35,11
1001938,F,26-35,2
1001939,F,36-45,2
1001940,M,26-35,12
1001941,M,36-45,17
1001942,M,36-45,5
1001943,M,18-25,4
1001944,F,18-25,4
1001945,M,26-35,20
1001946,M,26-35,14
1001947,M,26-35,7
1001948,M,0-17,10
1001949,M,18-25,17
1001950,M,26-35,12
1001951,F,18-25,4
1001952,M,36-45,1
1001953,F,26-35,2
1001954,M,26-35,16
1001955,M,0-17,19
1001956,M,36-45,0
1001957,F,18-25,4
1001958,F,26-35,1
1001960,M,46-50,7
1001961,F,51-55,3
1001962,F,18-25,1
1001963,F,51-55,9
1001964,F,26-35,6
1001965,M,55+,17
1001966,M,26-35,20
1001967,M,51-55,7
1001968,M,26-35,11
1001969,F,26-35,3
1001970,M,51-55,13
1001971,F,26-35,14
1001972,M,46-50,17
1001973,M,26-35,1
1001974,M,36-45,17
1001976,M,36-45,5
1001977,M,55+,6
1001978,M,0-17,10
1001979,M,55+,17
1001980,M,36-45,7
1001981,M,55+,1
1001982,M,0-17,10
1001983,M,26-35,14
1001984,M,18-25,10
1001985,M,46-50,12
1001986,M,51-55,13
1001988,F,26-35,1
1001989,M,51-55,6
1001990,M,26-35,7
1001992,M,18-25,4
1001993,M,36-45,17
1001994,M,36-45,2
1001995,M,26-35,1
1001996,M,36-45,0
1001997,M,26-35,0
1001998,F,51-55,9
1001999,F,36-45,3
1002000,M,18-25,4
1002001,M,51-55,1
1002002,F,55+,13
1002003,M,0-17,10
1002004,M,46-50,19
1002005,M,18-25,4
1002006,M,36-45,0
1002007,M,51-55,16
1002008,M,26-35,3
1002009,F,36-45,7
1002010,M,18-25,4
1002011,F,36-45,3
1002012,M,26-35,4
1002013,M,46-50,0
1002014,M,18-25,4
1002015,M,18-25,4
1002016,F,55+,2
1002017,M,26-35,17
1002018,M,36-45,16
1002020,M,26-35,7
1002021,M,26-35,0
1002022,M,26-35,7
1002023,M,18-25,4
1002024,M,0-17,19
1002025,M,55+,13
1002026,M,51-55,16
1002027,F,26-35,9
1002028,M,46-50,6
1002029,F,26-35,12
1002030,M,26-35,4
1002031,M,36-45,20
1002032,M,51-55,14
1002033,F,46-50,20
1002034,F,46-50,2
1002035,F,18-25,0
1002036,F,26-35,14
1002037,M,55+,14
1002038,F,46-50,1
1002039,M,51-55,16
1002041,F,26-35,20
1002042,M,0-17,10
1002043,M,26-35,14
1002044,F,46-50,0
1002046,M,36-45,1
1002047,M,0-17,10
1002048,M,51-55,6
1002049,F,51-55,0
1002050,F,36-45,3
1002051,M,36-45,7
1002052,M,0-17,10
1002053,M,46-50,11
1002054,M,26-35,12
1002055,M,51-55,11
1002056,M,26-35,4
1002057,M,36-45,1
1002058,F,55+,1
1002059,M,36-45,0
1002060,M,0-17,1
1002062,M,18-25,4
1002063,M,26-35,4
1002064,M,36-45,1
1002065,M,26-35,6
1002066,F,26-35,6
1002067,M,51-55,16
1002068,F,36-45,12
1002069,M,55+,15
1002070,F,36-45,6
1002071,M,46-50,7
1002072,F,51-55,12
1002073,F,18-25,4
1002074,M,18-25,4
1002075,F,26-35,4
1002076,M,18-25,4
1002078,M,18-25,4
1002079,M,0-17,10
1002081,M,18-25,17
1002083,M,18-25,4
1002084,M,18-25,4
1002085,M,18-25,0
1002086,M,36-45,14
1002087,M,26-35,0
1002088,M,51-55,7
1002089,M,36-45,17
1002090,M,36-45,17
1002091,F,36-45,20
1002092,M,55+,1
1002093,M,18-25,0
1002094,M,36-45,2
1002095,M,55+,13
1002096,F,26-35,17
1002097,M,18-25,5
1002098,M,36-45,20
1002099,F,18-25,0
1002100,F,26-35,0
1002101,M,26-35,16
1002102,M,26-35,11
1002103,M,36-45,12
1002104,M,46-50,15
1002105,M,26-35,1
1002106,F,18-25,20
1002108,M,0-17,10
1002109,M,26-35,16
1002110,M,51-55,11
1002111,M,55+,13
1002112,F,46-50,12
1002113,M,26-35,6
1002114,M,18-25,18
1002115,M,36-45,17
1002116,M,18-25,4
1002117,M,55+,13
1002119,M,36-45,4
1002121,M,55+,13
1002122,M,36-45,12
1002123,F,36-45,0
1002124,M,26-35,0
1002125,M,36-45,3
1002126,M,55+,14
1002127,M,18-25,4
1002129,M,26-35,5
1002130,M,46-50,0
1002131,M,26-35,0
1002132,M,55+,14
1002134,M,18-25,10
1002136,M,36-45,18
1002137,F,0-17,10
1002138,F,18-25,4
1002139,F,51-55,3
1002140,M,46-50,14
1002141,F,51-55,16
1002143,M,18-25,4
1002144,M,18-25,0
1002145,M,18-25,10
1002146,M,18-25,2
1002147,F,18-25,0
1002148,F,18-25,0
1002149,M,26-35,0
1002150,F,18-25,4
1002151,M,55+,13
1002152,M,18-25,4
1002153,M,18-25,16
1002154,M,26-35,12
1002155,F,0-17,10
1002156,M,18-25,19
1002157,F,18-25,3
1002158,M,26-35,12
1002159,F,51-55,14
1002160,F,18-25,19
1002161,F,36-45,2
1002162,F,0-17,10
1002163,M,18-25,0
1002164,M,36-45,0
1002165,M,26-35,7
1002166,M,0-17,10
1002167,F,26-35,6
1002168,M,0-17,10
1002169,M,0-17,0
1002170,F,51-55,16
1002171,M,36-45,0
1002172,M,18-25,20
1002173,M,51-55,13
1002174,M,51-55,12
1002175,M,26-35,4
1002176,M,0-17,19
1002177,F,36-45,20
1002178,M,46-50,14
1002179,F,26-35,0
1002180,M,26-35,12
1002181,M,26-35,0
1002183,F,55+,1
1002184,M,18-25,4
1002185,M,46-50,17
1002186,M,18-25,5
1002187,M,46-50,16
1002188,F,18-25,19
1002189,M,0-17,10
1002190,F,26-35,15
1002192,F,26-35,0
1002193,M,0-17,10
1002194,M,26-35,17
1002195,M,0-17,10
1002196,M,26-35,12
1002197,F,26-35,1
1002198,F,36-45,9
1002199,M,0-17,10
1002200,M,36-45,1
1002201,M,55+,20
1002202,F,0-17,10
1002203,M,46-50,12
1002204,M,55+,3
1002205,F,26-35,7
1002206,M,46-50,7
1002207,M,18-25,4
1002208,M,26-35,0
1002209,M,36-45,7
1002210,M,46-50,17
1002211,M,46-50,6
1002212,M,18-25,4
1002213,F,26-35,0
1002214,F,26-35,1
1002215,F,26-35,0
1002216,F,26-35,20
1002217,M,0-17,10
1002218,M,36-45,17
1002219,M,26-35,6
1002220,F,51-55,3
1002221,M,55+,17
1002222,F,46-50,1
1002223,M,26-35,2
1002224,M,26-35,12
1002225,M,26-35,5
1002228,M,26-35,12
1002230,F,46-50,1
1002231,M,51-55,11
1002232,M,26-35,14
1002233,F,36-45,3
1002234,M,55+,1
1002235,M,0-17,10
1002236,M,0-17,10
1002237,F,36-45,6
1002238,F,26-35,4
1002239,M,18-25,10
1002240,M,46-50,12
1002241,M,46-50,5
1002242,M,18-25,4
1002243,M,46-50,2
1002245,M,0-17,10
1002247,M,46-50,2
1002248,F,36-45,12
1002249,M,26-35,5
1002250,M,18-25,19
1002251,M,36-45,14
1002252,F,18-25,1
1002253,F,51-55,0
1002254,M,36-45,5
1002255,F,36-45,6
1002256,F,46-50,15
1002257,F,18-25,4
1002258,F,18-25,4
1002259,F,55+,16
1002260,F,26-35,20
1002261,M,26-35,5
1002262,M,46-50,17
1002263,M,26-35,6
1002264,F,46-50,7
1002265,M,55+,13
1002266,F,51-55,2
1002267,F,55+,13
1002268,F,36-45,1
1002270,M,18-25,1
1002271,M,51-55,14
1002272,M,26-35,0
1002273,M,26-35,6
1002274,M,18-25,2
1002275,M,55+,7
1002276,M,55+,13
1002278,M,51-55,17
1002279,M,51-55,7
1002280,M,55+,6
1002281,M,46-50,11
1002283,M,36-45,18
1002284,M,26-35,20
1002285,F,0-17,10
1002286,M,36-45,17
1002287,M,55+,0
1002288,M,0-17,10
1002289,F,51-55,1
1002291,M,46-50,1
1002292,M,51-55,15
1002293,F,55+,3
1002294,M,55+,13
1002296,F,26-35,6
1002297,M,55+,13
1002298,M,36-45,17
1002299,F,18-25,10
1002300,M,55+,13
1002302,M,51-55,12
1002303,M,51-55,17
1002304,M,46-50,12
1002305,M,51-55,20
1002306,F,18-25,4
1002307,M,26-35,17
1002308,F,46-50,16
1002309,F,46-50,0
1002310,M,46-50,12
1002311,F,26-35,4
1002313,F,51-55,6
1002314,F,26-35,1
1002316,M,36-45,0
1002318,M,55+,7
1002319,M,36-45,7
1002320,F,51-55,1
1002321,M,26-35,7
1002322,F,55+,13
1002323,M,36-45,3
1002324,M,36-45,17
1002325,F,18-25,4
1002327,M,18-25,10
1002329,F,55+,15
1002330,M,46-50,7
1002331,M,55+,1
1002332,M,55+,14
1002334,F,55+,7
1002335,M,51-55,17
1002336,M,36-45,18
1002338,M,46-50,17
1002339,F,55+,3
1002340,M,36-45,2
1002341,M,55+,1
1002342,M,36-45,3
1002343,F,46-50,1
1002344,M,26-35,12
1002346,F,0-17,10
1002347,M,36-45,1
1002348,M,51-55,12
1002349,M,26-35,8
1002350,M,18-25,4
1002351,F,26-35,0
1002352,M,51-55,13
1002353,F,36-45,9
1002354,M,36-45,11
1002355,F,46-50,9
1002357,F,36-45,14
1002359,M,55+,13
1002361,M,55+,7
1002362,M,26-35,14
1002364,F,55+,9
1002365,M,51-55,7
1002366,F,46-50,16
1002367,F,26-35,9
1002368,F,55+,13
1002369,M,36-45,14
1002370,M,51-55,1
1002371,F,36-45,7
1002372,F,46-50,7
1002374,M,26-35,14
1002376,M,26-35,1
1002378,M,26-35,3
1002379,M,18-25,18
1002380,M,26-35,4
1002381,F,36-45,9
1002382,M,51-55,13
1002383,F,26-35,14
1002386,F,26-35,0
1002387,M,26-35,17
1002389,M,26-35,16
1002390,F,26-35,6
1002391,M,51-55,18
1002392,F,55+,3
1002393,M,55+,13
1002394,M,36-45,6
1002395,M,36-45,7
1002396,F,18-25,0
1002397,F,36-45,11
1002398,M,26-35,0
1002399,M,36-45,17
1002401,M,26-35,4
1002402,M,46-50,17
1002404,M,18-25,7
1002405,M,51-55,8
1002406,F,55+,12
1002407,M,36-45,16
1002408,F,46-50,1
1002409,F,36-45,9
1002410,M,55+,7
1002411,F,36-45,14
1002414,M,26-35,1
1002415,M,26-35,7
1002416,M,46-50,7
1002418,F,0-17,10
1002419,M,26-35,0
1002420,M,51-55,7
1002421,M,36-45,7
1002423,F,46-50,9
1002424,M,26-35,17
1002425,F,36-45,14
1002426,M,55+,0
1002427,F,26-35,14
1002428,M,46-50,17
1002429,M,26-35,2
1002430,M,26-35,4
1002434,M,26-35,4
1002435,M,26-35,4
1002436,M,26-35,7
1002437,M,26-35,4
1002438,M,36-45,1
1002439,M,46-50,17
1002440,M,51-55,17
1002441,F,46-50,6
1002442,M,36-45,17
1002444,F,46-50,4
1002445,M,26-35,0
1002446,M,18-25,7
1002447,M,26-35,14
1002449,M,55+,13
1002451,M,46-50,12
1002452,M,46-50,7
1002453,M,26-35,7
1002454,M,18-25,0
1002455,M,36-45,7
1002456,M,26-35,5
1002457,M,26-35,0
1002458,M,26-35,7
1002459,M,51-55,7
1002460,F,51-55,1
1002461,M,18-25,4
1002462,M,36-45,1
1002463,M,26-35,7
1002464,F,18-25,4
1002465,M,51-55,6
1002466,M,26-35,15
1002467,M,0-17,10
1002468,M,51-55,1
1002469,M,26-35,4
1002472,M,26-35,18
1002473,M,26-35,12
1002474,M,26-35,12
1002475,F,26-35,18
1002476,M,51-55,12
1002477,M,46-50,0
1002478,M,51-55,1
1002479,F,26-35,1
1002480,F,18-25,20
1002481,M,36-45,14
1002482,F,51-55,3
1002483,M,55+,13
1002484,M,46-50,5
1002485,M,36-45,14
1002486,M,18-25,12
1002489,F,36-45,9
1002490,M,26-35,12
1002491,M,36-45,7
1002492,F,46-50,2
1002493,M,46-50,2
1002494,M,18-25,4
1002496,M,51-55,1
1002497,F,51-55,14
1002498,M,55+,18
1002499,M,51-55,0
1002500,M,55+,1
1002501,M,26-35,15
1002502,M,55+,13
1002503,M,36-45,17
1002504,M,26-35,7
1002505,M,26-35,7
1002506,F,26-35,14
1002507,M,26-35,4
1002508,F,36-45,3
1002509,M,26-35,5
1002510,M,26-35,7
1002511,M,26-35,7
1002512,F,46-50,14
1002513,M,55+,1
1002514,M,55+,14
1002516,F,46-50,6
1002517,F,36-45,9
1002518,M,26-35,7
1002519,F,46-50,2
1002520,F,55+,2
1002521,M,36-45,17
1002522,M,18-25,11
1002523,M,26-35,17
1002525,F,36-45,1
1002526,M,55+,13
1002528,M,55+,0
1002529,F,36-45,9
1002530,M,18-25,0
1002532,F,55+,13
1002533,F,26-35,3
1002535,F,55+,2
1002536,M,55+,13
1002537,M,36-45,11
1002538,M,55+,13
1002539,M,36-45,7
1002540,F,46-50,6
1002541,F,36-45,5
1002544,M,46-50,1
1002546,F,55+,13
1002547,F,36-45,0
1002548,F,36-45,6
1002550,M,51-55,7
1002551,M,26-35,12
1002552,F,26-35,9
1002554,M,26-35,1
1002555,M,55+,7
1002556,M,26-35,4
1002557,F,18-25,19
1002558,M,55+,17
1002559,M,18-25,10
1002560,F,46-50,6
1002561,M,26-35,15
1002564,F,36-45,20
1002565,M,36-45,5
1002566,M,36-45,17
1002567,M,26-35,0
1002568,M,26-35,17
1002569,M,46-50,0
1002570,F,55+,14
1002571,M,36-45,17
1002572,M,36-45,14
1002573,M,46-50,16
1002574,M,51-55,6
1002575,M,36-45,7
1002576,M,18-25,17
1002577,M,26-35,7
1002578,M,51-55,7
1002579,M,36-45,15
1002580,F,46-50,1
1002581,M,26-35,11
1002583,M,36-45,7
1002585,M,46-50,15
1002586,M,26-35,20
1002587,M,36-45,7
1002588,F,55+,13
1002589,M,26-35,0
1002590,M,18-25,4
1002592,M,51-55,7
1002593,M,55+,16
1002594,M,36-45,7
1002595,M,18-25,4
1002596,M,51-55,7
1002597,F,51-55,0
1002599,M,26-35,12
1002600,M,26-35,14
1002602,M,46-50,12
1002603,M,26-35,17
1002604,M,26-35,0
1002605,M,36-45,7
1002606,M,51-55,7
1002607,F,55+,0
1002608,F,26-35,1
1002610,M,46-50,7
1002611,M,26-35,3
1002613,M,36-45,1
1002614,M,26-35,7
1002617,F,46-50,15
1002620,M,18-25,4
1002621,M,18-25,0
1002622,F,36-45,6
1002624,F,36-45,0
1002625,M,36-45,7
1002627,M,26-35,1
1002628,F,26-35,2
1002629,M,26-35,11
1002630,F,18-25,5
1002631,F,51-55,1
1002632,M,55+,0
1002634,M,55+,1
1002636,M,18-25,12
1002637,F,36-45,20
1002638,M,26-35,14
1002639,F,26-35,6
1002641,M,26-35,6
1002642,M,26-35,0
1002643,M,46-50,17
1002644,M,18-25,15
1002645,M,26-35,7
1002646,M,46-50,17
1002647,F,36-45,11
1002648,M,26-35,17
1002649,M,26-35,16
1002650,M,46-50,7
1002651,M,55+,14
1002653,M,26-35,7
1002654,F,36-45,9
1002655,M,36-45,7
1002656,M,55+,13
1002657,F,0-17,10
1002659,M,36-45,14
1002660,M,55+,17
1002661,M,55+,13
1002663,F,26-35,4
